QUALIFICAÇÃO;NOME;PORTARIA;DATA
Primeiro-Sargento QSS SAD;Desireé de Toledo Broca Moura Figueira;10/SCGC;43475
Primeiro-Sargento QSS SDE;Deusdedit Romão da Fonseca;841/SCC;32478
Terceiro-Sargento QESA SGS;Deusdediti Pires Moraes Filho;247/SC;38782
Suboficial QSS SAD;Deusdete Bezerra de Oliveira;113/SCC;36584
Suboficial QSS SAD;Deusdeth Moreira;086/SCC;30336
Senhor;Deuzimar da Conceicao;10/SCGC;43475
Senhora;Deuzimar Dias Damasceno Lopes da Silva;90/SCC;36213
Suboficial QSS BMA;Devair Paula Vasconcellos;086/SCC;30336
Suboficial QSS BMT;Devanir Antonio Galvino;58/SC;40953
Primeiro-Tenente QOEA;Devanyr Luiz Brock;047/SCC;29606
Segundo-Sargento QSS SIN;Déverson de Oliveira Conceição;10/SCGC;43475
Segundo-Sargento QSS SAD;Diana Anastácia Menezes Teles;10/SCGC;43475
Suboficial QFG SAD;Diana Ribeiro Palheta Frederico;80/SC;39504
Suboficial BMA;Dickson Gustavo Afonso da Silva;80/SC;39504
Segundo-Sargento QSS SGS;Didymo Ribeiro Felismino Júnior;130/SCGC;41673
Senhor;Diego Alberto Sánchez Escandón;107/SC;40234
Soldado de Segunda Classe;Diego Araújo de Sousa;81/SC;40581
Primeiro-Sargento QSS BET;Diego Aurelio De Jesus Tavares De Oliveira;1.659/SCGC;42725
Primeiro-Sargento QSS SAD;Diego da Silva Castilho Urbani;10/SCGC;43475
Segundo-Sargento QSS SAD;Diego De Carvalho Sobral Pego;1.659/SCGC;42725
Segundo-Sargento QSS SAD;Diego Fonseca Beserra;2/SCGC;43836
Segundo-Sargento QSS SAD;Diego Fonseca Gustavo;2/SCGC;43836
Primeiro-Sargento QSS SAD;Diego Machado Marins de Oliveira;29/SCGC;29/01/2016
Senhor;Diego Pereira dos Reis;19/SCGC;44207
Primeiro-Sargento QSS BMA;Diego Tavelin Leão;2/SCGC;43836
Senhor;Diego Torres Dourado;2/SCGC;43836
Senhor;Diego Veloso Ferreira;19/SCGC;44207
Segundo-Sargento de Intendência;Diego Vinicios da Silva;29/SCGC;29/01/2016
Primeiro-Sargento QSS SEL;Dielson Antão de Amorim;116/SCC;30701
Senhor;Dikran Balikian;1813/SCC;31036
Terceiro-Sargento SGS;Dilly James Natário de Lima;81/SC;40581
Senhora;Dilma Silva de Oliveira Monteiro;81/SC;40581
Suboficial QSS SGS;Dilmar da Silva;051/SCC;34026
Suboficial QSS SEF;Dilmar da Silva Dias;048/SCC;35082
Capitão QOEA CTA;Dilso Corrêa de Almeida;870/SCC;33592
Suboficial QSS BET;Dilson Barros de Almeida;58/SC;40953
Suboficial QSS SAD;Dilson da Silva Flores;247/SC;38782
Suboficial QSS BSP;Dilson de Souza Ribeiro;870/SCC;33592
Primeiro-Sargento QSS SAD;Dílson dos Santos;931/SCC;32854
Subtenente de Engenharia;Dilson Ferreira Trindade;130/SCGC;41673
Suboficial QSS SAD;Dilson Gonçalves da Silva;90/SCC;36213
Primeiro-Sargento QSS BMB;Dilson Guedes de Medeiros;29/SCGC;29/01/2016
Primeiro-Sargento QSS BCO;Dilson José Baratto;113/SCC;36584
Suboficial QSS SEM;Dilson José de Oliveira;193/SCC;34750
Suboficial BMA;Dilson Lopes;81/SC;40581
Terceiro-Sargento QESA SAD;Dilson Luiz Vieira de Melo;051/SCC;34026
Suboficial QSS SAD;Dilson Pereira da Silva;1057/SCC;31401
Primeiro-Sargento QSS BET;Dilson Sanches Silva;58/SC;40953
Suboficial QSS SOB;Dilson Veloso de Souza;091/SCC;29240
Suboficial QSS BCO;Dílton José de Souza;931/SCC;32854
Doutora;Dilza Soares;870/SCC;33592
Suboficial QSS STO;Dimas Antonio de Oliveira;107/SC;39869
Senhor;Dimas Donizeti da Silveira;130/SCGC;41673
Primeiro-Sargento QSS STO;Dimas Francisco Falcão;1.659/SCGC;42725
Suboficial BSP;Dimas Silva;81/SC;40581
Senhora;Dina Figueira de Vasconcellos;092/SCC;29971
Terceiro-Sargento QC (DT);Dinarte Rocha de Oliveira;047/SCC;29606
Senhora;Dinaura Dias da Silva Souza;870/SCC;33592
Suboficial QSS SAD;Dineir Arcanjo de Almeida;086/SCC;30336
Segundo-Sargento QSS SAD;Diniz Rodrigues Mendes;091/SCC;29240
Terceiro-Sargento QSS BEI;Dino Callegari;931/SCC;32854
Segundo-Sargento QSS BET;Diocreme Dalgobo Pereira;202/SC;38035
Cabo QCB SAD;Diógenes Andrade de Lima;870/SCC;33592
Suboficial QSS SML;Diógenes Mendonça Diniz;968-A/SCC;33221
Terceiro-Sargento QESA SAD;Diógenes Pacheco Antunes;113/SC;36944
Suboficial QSS SAD;Diógenes Palácio Vanini;113/SC;36944
Segundo-Sargento QSS SEM;Diogenes Vasata De Morais Santana;1.659/SCGC;42725
Cabo QCB BEI;Diogo Alvim Padilha;160/SCC;34409
Terceiro-Sargento QSS SAD;Diogo Barbosa Rozendo Cordeiro;189/SC;41312
Primeiro-Sargento QSS BET;Diogo Dala Dea Pagano;2/SCGC;43836
Primeiro-Sargento QSS SAD;Diogo de Oliveira Gomes Pacheco;6/SCGC;43108
Segundo-Sargento QSS SAD;Diogo Gonçalves Bertholino;2/SCGC;43836
Terceiro-Sargento SCT ;Diogo Lopes da Silva;107/SC;39869
Primeiro-Sargento QSS BEI;Diogo Neiva Faria dos Reis;2/SCGC;43836
Terceiro-Sargento QSCON TES;Diogo Sclebin Costa Martins;1.659/SCGC;42725
Primeiro-Sargento QSS BMA;Diogo Silva dos Santos;6/SCGC;43108
Senhor;Diomedes Batista Guilherme de Sousa;870/SCC;33592
Suboficial QSS BCT;Dionísio Augusto da Silva;161/SC;37673
Suboficial QSS SOB;Dionísio Roberto Domingos;202/SC;38035
Senhora;Dionysia Maria Campos;870/SCC;33592
Segundo-Sargento QSS SGS;Diovane Nunes Schulz;189/SC;41312
Primeiro-Sargento QSS SAD;Diovano Sabadini Marques;130/SCGC;41673
Senhor;Dirair Rodrigues de Menezes;931/SCC;32854
Suboficial QSS SEM;Dirceu Ângelo da Silva;086/SCC;30336
Suboficial QSS BET;Dirceu Cardoso;092/SCC;29971
Senhor;Dirceu Carneiro da Fontoura;160/SCC;34409
Primeiro-Sargento BMA;Dirceu Crisostomo de Carvalho;107/SC;40234
Suboficial QSS SAD;Dirceu Fialho Bandeira;1057/SCC;31401
Suboficial QSS BMA;Dirceu Ivo Vieira;161/SC;37673
Cabo QCB BCO;Dirceu José de Souza Soares;90/SCC;36213
Subtenente Comunicações;Dirceu Luis Kraemmer;19/SCGC;44207
Terceiro-Sargento QESA SAD;Dirceu Mendes Monteiro;968-A/SCC;33221
Suboficial QSS SGS;Dirceu Rivero de Freitas;048/SCC;35082
Suboficial QSS BMB;Dirlei Ciriaco Antonello;160/SCC;34409
Primeiro-Sargento SPV;Dirleu Guimarães dos Passos;107/SC;40234
Primeiro-Sargento QSS SEL;Disney Frank Ribeiro Soares;106/SC;39134
Suboficial QSS SGS;Diundy Okawa;1057/SCC;31401
Suboficial QFG SEF;Diva Barbosa de Morais Freitas Dantas ;107/SC;39869
Senhor;Dival Pereira de Azevêdo;141/SC;37306
Suboficial QSS BCO;Divalci Rodrigues Viana;048/SCC;35082
Segundo-Sargento QSS SEM;Divaldo de Souza Matos;130/SCGC;41673
Primeiro-Tenente QOEA;Divaldo Nascimento;1194/SCC;31761
Suboficial QSS BMA;Divaldo Soares;247/SC;38782
Primeiro-Sargento SAD;Divanildo Medeiros Lobo;80/SC;39504
Senhora;Divina Maria de Mattos;182/SCGC;42053
Primeiro-Sargento QSS BCO;Divino Borges Pereira;931/SCC;32854
Taifeiro de Primeira Classe QTA TAR;Divino Francisco de Morais;051/SCC;34026
Suboficial QSS BCT;Divino Martins Moreira;841/SCC;32478
Suboficial QSS BET;Divino Ribas da Silva;141/SC;37306
Terceiro-Sargento QESA SGS;Divino Rodrigues dos Passos;160/SCC;34409
Terceiro-Sargento SGS;Divino Vladimir Bento Costa Silva;81/SC;40581
Suboficial QSS SEM;Divo Emídio Rodrigues;051/SCC;34026
Suboficial QSS BSP;Dixon da Silva Penha;247/SC;38782
Suboficial BEI;Djacir de Sousa Morais;80/SC;39504
Suboficial QSS BMA;Djair Alves da Silva;107/SC;39869
Taifeiro-Mor QTA TAR;Djair de Oliveira Anisio;100/SCC;35481
Senhor;Djair Felix da Cruz;6/SCGC;43108
Subtenente de Infantaria;Djair Provazzi de Oliveira;80/SC;39504
Suboficial QSS BSP;Djalma Alves de Mendonça Junior;107/SC;39869
Terceiro-Sargento QESA SAD;Djalma Araujo Filho;106/SC;39134
Primeiro-Sargento QSS SDE;Djalma Araújo Silva;092/SCC;29971
Cabo QCB SAD;Djalma Barbosa de Lima Filho;141/SC;37306
Terceiro-Sargento QESA SGS;Djalma Barbosa de Sales;141/SC;37306
Senhor;Djalma Bernardo Cabral;98/SCC;35844
Terceiro-Sargento QSS SAD;Djalma Dantas de Macedo;107/SC;39869
Suboficial QSS SAD;Djalma de Andrade;90/SCC;36213
Suboficial QSS BCO;Djalma de Carvalho Cantanhêde;1057/SCC;31401
Senhor;Djalma de Freitas Garcia;047/SCC;29606
Suboficial QSS BMA;Djalma de Souza;202/SC;38035
Suboficial QSS BET;Djalma dos Santos Filho;98/SCC;35844
Suboficial QSS BSP;Djalma Guedes de Carvalho;091/SCC;29240
Senhor;Djalma Louzeiro Cavalcante;10/SCGC;43475
Segundo-Sargento SAD;Djalma Marcio da Silva Melo;81/SC;40581
Suboficial QSS SEM;Djalma Pereira de Carvalho;091/SCC;29240
Suboficial QSS SAD;Djalma Perez Júnior;182/SCGC;42053
Suboficial QSS BCO;Djalma Ramos Correia;116/SCC;30701
Suboficial QSS BMA;Djalma Regino Lopes Trinta;116/SCC;30701
Terceiro-Sargento QESA SAD;Djalma Rosa da Fonseca;113/SCC;36584
Primeiro-Sargento QSS SEF;Djalma Sebastião dos Santos;193/SCC;34750
Senhor;Djalma Varela da Silva;107/SC;39869
Suboficial QSS BEI;Django Uchoa Costa;58/SC;40953
Suboficial QSS SAD;Domiciano Cavalcante de Aguiar;092/SCC;29971
Senhora;Domingas Célia Ribeiro Pereira;130/SCGC;41673
Senhor;Domingos Alves de Sousa;81/SC;40581
Suboficial QSS BSP;Domingos Anizio Marques Leite;204/SC;38405
Primeiro-Sargento QSS SMU;Domingos Caetano Brega de Almeida Costa;2/SCGC;43836
Taifeiro de Segunda Classe QTA TCO;Domingos Cavalcante de Souza;968-A/SCC;33221
Terceiro-Sargento QESA SEF;Domingos da Silva Neto;202/SC;38035
Suboficial QSS BMA;Domingos do Ramos Neto;160/SCC;34409
Senhor;Domingos Eduardo do Rosário;092/SCC;29971
Suboficial QSS BEI;Domingos Ferreira Miguel;931/SCC;32854
Senhor;Domingos Fiuza dos Santos;086/SCC;30336
Suboficial ;Domingos Gonçalves;092/SCC;29971
Suboficial QSS BMT;Domingos Jorge Mendes;160/SCC;34409
Senhor;Domingos José Strafacci;58/SC;40953
Suboficial QSS SAD;Domingos Marapuan de Almeida Pereira;931/SCC;32854
Cabo QCB SAD;Domingos Marinho Montelo;051/SCC;34026
Senhor;Domingos Moreno;091/SCC;29240
Primeiro-Sargento SEL;Domingos Norberto Fernandes Cardoso;19/SCGC;44207
Suboficial BMA;Domingos Savio Cavalcante Souza;107/SC;40234
Suboficial QSS BEI;Domingos Savio da Silva Sena;10/SCGC;43475
Primeiro-Sargento QSS BSP;Domingos Sávio Leite de Oliveira;113/SCC;36584
Senhor;Domingos Severo de Aviz;58/SC;40953
Segundo-Sargento QSS SGS;Domingos Silva Soares;107/SC;39869
Suboficial R/1;Donaldo Antunes de Carvalho;58/SC;40953
Senhor;Donaldo Dias da Silva;841/SCC;32478
Suboficial QSS BCT;Donaldo Sebastião Faria Siqueira;107/SC;39869
Primeiro-Sargento QSS SDE;Donato Cândido de Souza;116/SCC;30701
Senhor;Donato de Araújo Salgado;086/SCC;30336
Senhor;Donato Pinto;931/SCC;32854
Cabo QCB BCO;Donato Zulino Junior;90/SCC;36213
Terceiro-Sargento QTA TAR;Donizeth Antonio da Silva;90/SCC;36213
Senhor;Donizeth de Almeida Campos;107/SC;39869
Senhora;Dora Georgete dos Santos;047/SCC;29606
Senhora;Dora Lúcia Toledo de Almeida;130/SCGC;41673
Senhora;Doraci Taveira de Lima;113/SC;36944
Primeiro-Sargento QSS BMA;Dorildo Moreira de Andrade;968-A/SCC;33221
Primeiro-Tenente QOEA;Dorinaldo Gomes de Souza;841/SCC;32478
Senhor;Dorinato da Silva;047/SCC;29606
Suboficial QSS SEF;Dorival Apparecido de Campos Filho;1194/SCC;31761
Suboficial QSS SAD;Dorival Miranda Coimbra;931/SCC;32854
Terceiro-Sargento QTA TAR;Dorival Ramos de Campos Junior;58/SC;40953
Senhora;Dorothilde de Oliveira;968-A/SCC;33221
Senhora;Dorothy Mendonça Juvino;107/SC;40234
Terceiro-Sargento de Infantaria;Dorvian Cordeiro Santos;80/SC;39504
Segundo-Sargento QTA TAR;Douglares Nazaré Rodrigues de Alcântara;107/SC;39869
Subtenente de Infantaria;Douglas Alcântara de Rezende;107/SC;39869
Segundo-Sargento QSS SGS;Douglas Alessandro Silva de Souza;2/SCGC;43836
Primeiro-Sargento SEL;Douglas Alves da Silva;80/SC;39504
Primeiro-Sargento QSS BEV;Douglas Aparecido Ribas;931/SCC;32854
Primeiro-Tenente QOEA;Douglas Augusto Sartório;931/SCC;32854
Segundo-Sargento QSS SAD;Douglas Costa Silva;2/SCGC;43836
Capitão QOEA;Douglas Daniel de Abreu;870/SCC;33592
Terceiro-Sargento QESA SEF;Douglas Elias;106/SC;39134
Senhor;Douglas Foch Mascarenhas Gasse;086/SCC;30336
Primeiro-Sargento QSS SAD;Douglas Gabriel Pacheco de Souza;29/SCGC;29/01/2016
Segundo-Sargento TAR;Douglas Reis de Oliveira;19/SCGC;44207
Capitão;Douglas Tamborelli;092/SCC;29971
Segundo-Sargento QSS BET;Douglas Tolentino Costa;1.659/SCGC;42725
Primeiro-Sargento QSS BMA;Douglas Trindade Vieira;10/SCGC;43475
Primeiro-Sargento QSS BET;Douglas Vilane Guimarães;58/SC;40953
Segundo-Tenente QOEA Com;Dualceu Cortez D'Avis;161/SC;37673
Suboficial BMA;Duarte Saturnino da Silva;107/SC;40234
Suboficial QSS SEF;Duartino Signoreti Tech;968-A/SCC;33221
Suboficial QSS BEI;Duílio Jerônimo Nogueira;98/SCC;35844
Terceiro-Sargento SAD;Duílio Marcos dos Reis;80/SC;39504
Segundo-Tenente QOEA;Duílio Sérgio Anderlini;931/SCC;32854
Senhora;Dulce Filomena César Pasqualeto;107/SC;40234
Senhora;Dulce Mendes de Moraes;110/SCC;29248
Senhor;Dulcídio Siqueira Neto;107/SC;40234
Senhora;Dulcilene Camargo dos Santos;107/SC;40234
Senhora;Dulcinéa Seda;086/SCC;30336
Cabo QCB SEM;Dulcino Cavalheiro;091/SCC;29240
Senhor;Durceni Coimbra Moreira;048/SCC;35082
Suboficial QSS BEP;Durval Balzani Júnior;051/SCC;34026
Terceiro-Sargento QC (DT);Durval Benedito de Abreu Pessoa;1057/SCC;31401
Suboficial BEP;Durval Flores da Silva;81/SC;40581
Senhor;Durval Gomes;116/SCC;30701
Primeiro-Sargento QSS SEF;Durval Gomes da Silva;1813/SCC;31036
Senhor;Durval Martins;051/SCC;34026
Primeiro-Sargento QSS SMU;Durval Siqueira de Barros;047/SCC;29606
Senhora;Dyla da Costa Galvão Lins;1172/SCC;32126
Taifeiro de Segunda Classe QTA TVA;Ebener Nazareth Pinto;870/SCC;33592
Suboficial QTA TAR;Ebenezio Mesquita Ribeiro;29/SCGC;29/01/2016
Suboficial QSS SEL;Ebner Barbosa Vieira de Assis;092/SCC;29971
Senhor;Ecirio Teixeira Lima;091/SCC;29240
Segundo-Sargento SDE;Ecivanio Cruz Cardoso;107/SC;40234
Primeiro-Sargento QSS SGS;Eclair Antônio Rosa Batista;1057/SCC;31401
Suboficial QSS BMA;Eclair Ferreira Lino;051/SCC;34026
Primeiro-Sargento BMA;Ed Willy dos Santos Oliveira;80/SC;39504
Primeiro-Sargento BSP;Edael Batista Ferreira;81/SC;40581
Suboficial QSS BCO;Edberto Ferreira Rodrigues;100/SCC;35481
Terceiro-Sargento QC (ME);Edberto José de Souza Pacheco;086/SCC;30336
Suboficial QSS SMU;Edberto Silva dos Santos;141/SC;37306
Subtenente de Cavalaria;Eddy Lanne Vaz Viega;161/SC;37673
Senhora;Edel da Silva Bessa;968-A/SCC;33221
Taifeiro de Primeira Classe QTA TAR;Edelcio Pereira Peixoto;160/SCC;34409
Senhor;Edelson de Azevedo Silva;1813/SCC;31036
Suboficial QSS BCO;Edelvais Geremias Blumer;160/SCC;34409
Taifeiro-Mor QTA TAR;Edemar Antonio Pappis;98/SCC;35844
Suboficial QSS BCT;Edemar Kuhn;113/SCC;36584
Senhor;Edemar Souto;1172/SCC;32126
Primeiro-Sargento QSS BEI;Edemar Teixeira de Souza;160/SCC;34409
Suboficial (PL);Edemilson Baptista Siqueira;58/SC;40953
Suboficial QSS SAD;Edemilson Santos Ribeiro;100/SCC;35481
Terceiro-Sargento QESA SGS;Edeney de Oliveira Barrero;247/SC;38782
Primeiro-Sargento QSS SEM;Edenilson da Silva;051/SCC;34026
Primeiro-Sargento QSS SAD;Edenilson de Camargo;048/SCC;35082
Primeiro-Sargento de Cavalaria;Éder Fortes da Rosa;2/SCGC;43836
Segundo-Sargento QSS BCO;Éder Gonçalves Dias;10/SCGC;43475
Terceiro-Sargento QSS BEI;Éder Luís Rodrigues Peixoto;051/SCC;34026
Primeiro-Sargento BCO;Eder Pereira Souza;19/SCGC;44207
Primeiro-Sargento QSS BMA;Eder Tadeu Mellario;141/SC;37306
Primeiro-Sargento QSS BEV;Ederjan Alves de Lima;10/SCGC;43475
Suboficial BCO;Ederson Belchior Menezes Lima;19/SCGC;44207
Taifeiro-Mor QTA TAR;Ederson Cabral de Azevedo;051/SCC;34026
Segundo-Sargento SAD;Ederson Fabio Aguiar e Silva;81/SC;40581
Cabo QCB SGS;Ederwan Rodrigues da Costa;193/SCC;34750
Suboficial QSS SAD;Edewarde Gonçalves;047/SCC;29606
Suboficial QSS BSP;Edezio Réboli do Nascimento;193/SCC;34750
Terceiro-Sargento QC (DT);Edézio Rocha dos Santos;841/SCC;32478
Suboficial QSS BMA;Edgar Bento da Costa;6/SCGC;43108
Suboficial QSS SGS;Edgar Corrêa de Oliveira;086/SCC;30336
Suboficial QSS SGS;Edgar Cunha;202/SC;38035
Primeiro-Sargento QSS SAD;Edgar Da Silva;1.659/SCGC;42725
Suboficial QSS BET;Edgar da Silva Coelho;90/SCC;36213
Taifeiro de Primeira Classe QTA TAR;Edgar dos Prazeres Aguiar;113/SCC;36584
Suboficial QSS BSP;Edgar Gomes Oliveira;189/SC;41312
Sargento Segundo;Edgar Santiago Gomez Gomez (Equador);6/SCGC;43108
Suboficial QSS BCO;Edgar Wilson Gonçalves de Souza;160/SCC;34409
Suboficial QSS BEI;Edgard Antônio dos Santos;931/SCC;32854
Suboficial QSS BCO;Edgard Aybal Jayme Filho;1057/SCC;31401
Suboficial QSS SGS;Edgard Campos Vasconcellos Couro;051/SCC;34026
Suboficial QSS BET;Edgard Coutens de Menezes;100/SCC;35481
Cabo QCB SAD;Edgard Damião Chamizo;202/SC;38035
Suboficial QSS BMA;Edgard de Abreu Barisch;204/SC;38405
Suboficial QSS BMA;Edgard de Sousa Chavante;98/SCC;35844
Suboficial QSS BCO;Edgard de Souza;841/SCC;32478
Cabo QCB BMA;Edgard Ferreira de Souza;086/SCC;30336
Primeiro-Sargento QSS SML;Edgard Ferreira dos Santos Júnior;1194/SCC;31761
Suboficial QSS BCT;Edgard Ferreira Tito;160/SCC;34409
Senhor;Edgard José de Paula;047/SCC;29606
Suboficial QSS SAD;Edgard Patrício;931/SCC;32854
Terceiro-Sargento QESA BCO;Edgard William Batista Barbosa;107/SC;39869
Suboficial QSS BEP;Edi Pinto da Silva;968-A/SCC;33221
Suboficial QSS BET;Edi Vieira Dias;90/SCC;36213
Segundo-Sargento QSS BET;Edicarlos Vaz Bezerra;10/SCGC;43475
Suboficial BMT;Ediel Oliveira de Matos;80/SC;39504
Senhor;Edifran da Silva Ribeiro;107/SC;40234
Suboficial QSS BCO;Edil Macedo dos Santos;106/SC;39134
Primeiro-Sargento SAD;Edilair Branches Vasconcelos Gomes;107/SC;40234
Senhora;Edilamar Mendonça;90/SCC;36213
Primeiro-Sargento QSS SAD;Edilane Lima Baroni;1.659/SCGC;42725
Suboficial QSS SAD;Edilberto dos Santos Maciel;58/SC;40953
Primeiro-Sargento QSS BMA;Edilberto Santos Ferreira;100/SCC;35481
Suboficial QSS BEV;Edilberto Soares da Rocha;870/SCC;33592
Subtenente de Cavalaria;Edilço Luiz de Oliveira;189/SC;41312
Senhora;Edileide Miranda de Brito Silva;107/SC;39869
Senhora;Edilene da Costa Silva;19/SCGC;44207
Suboficial QSS BCT;Edílio Saul Schweigert;161/SC;37673
Senhora;Edilma Xavier Cortez;130/SCGC;41673
Capitão QOEA SVE;Edilson Aguiar de Castro;161/SC;37673
Suboficial QSS BCO;Edilson Alves da Silva;113/SC;36944
Primeiro-Sargento QSS SAD;Edilson Batista da Silva;141/SC;37306
Senhor;Edilson Brandão de Oliveira;2/SCGC;43836
Suboficial QSS SAD;Edilson Condé Barbosa;113/SC;36944
Capitão QOEA ANV;Edilson Correia;161/SC;37673
Suboficial QSS BCT;Edilson Daniel Rogovschi;113/SC;36944
Segundo-Sargento QSS BET;Edilson de Moura;204/SC;38405
Suboficial SGS;Edilson de Souza Lima;81/SC;40581
Suboficial QSS SEL;Edilson dos Santos Bastos;29/SCGC;29/01/2016
Cabo QCB SGS;Edilson Ferreira da Silva;98/SCC;35844
Primeiro-Sargento SEM;Edilson Florêncio da Silva;19/SCGC;44207
Suboficial QSS BET;Edilson José de Lima;161/SC;37673
Segundo-Sargento SAD;Edilson Lindemberg Dias Barbosa;80/SC;39504
Suboficial QSS BCT;Edilson Maciel Correa;047/SCC;29606
Capitão QOEA;Edílson Oliveira Montes;092/SCC;29971
Primeiro-Sargento QSS SAD;Edilson Sanches Soares;6/SCGC;43108
Segundo-Sargento SAD;Edilson Teixeira da Silva;81/SC;40581
Subtenente de Topografia;Edilson Wagner Silva Rocha;2/SCGC;43836
Terceiro-Sargento QTA TVA;Edimar Costa Fernandes;193/SCC;34750
Capitão QOEAV;Edimar Vaz de Azevedo;870/SCC;33592
Senhora;Ediméa Oliveira da Conceição;086/SCC;30336
Capitão QOEA SVA;Edimilson de Araujo Silva;113/SC;36944
Primeiro-Sargento QSS BMA;Edimílson Lourenço de Freitas;841/SCC;32478
Terceiro-Sargento QESA BSP;Edimir de Moura Gonçalves;106/SC;39134
Segundo-Sargento QSS SEF;Edimir Geraldo Brandão;047/SCC;29606
Senhor;Edimir José Soares;092/SCC;29971
Suboficial QSS SAD;Edimirson Alves de Lima;051/SCC;34026
Senhora;Edina Rufino de Faria Fontes;106/SC;39134
Terceiro-Sargento QE;Edinaldo da Silva e Silva;81/SC;40581
Primeiro-Sargento QSS SAD;Edinaldo Lira de Almeida;98/SCC;35844
Suboficial BEI;Edinaldo Lourenco Dos Santos;19/SCGC;44207
Senhor;Edinaldo Marinho dos Santos;189/SC;41312
Senhora;Edinea Correia Souza;1194/SCC;31761
Cabo SAD;Edinei da Silva Abreu;10/SCGC;43475
Senhora;Edinéia Aparecida Berriel Teixeira;048/SCC;35082
Segundo-Sargento QSS BFT;Edinelson Ferreira de Sena;202/SC;38035
Suboficial QSS SAD;Edino Roberto Monteiro Correa;047/SCC;29606
Suboficial QSS BMT;Édio de Souza Lima;051/SCC;34026
Suboficial QSS BMT;Edio Pereira de Escobar;247/SC;38782
Suboficial QSS BSP;Ediones Mendes da Silva;051/SCC;34026
Suboficial QSS SEL;Edir de Britto de Souza;051/SCC;34026
Suboficial QSS BCO;Edir Dias Barbosa;161/SC;37673
Suboficial QSS SDE;Edir Monteiro de Souza;204/SC;38405
Senhora;Edirani Oliveira Martins;193/SCC;34750
Suboficial QSS SAD;Edirney Antônio de Carvalho;086/SCC;30336
Senhor;Edísio Sobreira Gomes de Matos Filho;58/SC;40953
Primeiro-Sargento QSS BCO;Ediso dos Santos Duarte;092/SCC;29971
Suboficial QSS SMU;Edisom Mariosa da Fraga;968-A/SCC;33221
Suboficial QSS BMA;Edison Alves de Aguiar;1172/SCC;32126
Taifeiro de Primeira Classe QTA TVA;Edison Antônio de Lima;113/SCC;36584
Segundo-Sargento QSS SDE;Edison Armando Tavano;086/SCC;30336
Capitão QOEA CTA;Edison Carlos Dalcol;048/SCC;35082
Suboficial QSS SAD;Edison da Costa Coimbra;092/SCC;29971
Suboficial QSS BMA;Edison da Silva Freire;870/SCC;33592
Primeiro-Sargento QSS BFT;Edison Espig Moraes;107/SC;39869
Primeiro-Sargento QSS BMB;Edison Ferreira;6/SCGC;43108
Suboficial QSS BMA;Edison Flavio Nascimento;107/SC;39869
Suboficial QSS BMA;Édison Gianotti;1813/SCC;31036
Primeiro-Sargento BMA;Edison José da Silva;80/SC;39504
Segundo-Sargento QSS SEM;Edison Luis Silva Munhoz;189/SC;41312
Primeiro-Sargento QSS BMT;Edison Luiz de Oliveira;189/SC;41312
Suboficial QSS BMA;Edison Machado da Rosa;193/SCC;34750
Suboficial QSS SEL;Edison Machado Padilha;092/SCC;29971
Primeiro-Sargento SEM;Edison Nonato;19/SCGC;44207
Suboficial QSS BMB;Edison Pereira;968-A/SCC;33221
Suboficial QSS SEF;Edison Teixeira Balieiro;182/SCGC;42053
Senhora;Edith Marques Ferreira;047/SCC;29606
Suboficial QSS BET;Edival Paulo Fernandes;870/SCC;33592
Taifeiro-Mor QTA TCO;Edival Pereira Alves;113/SC;36944
Primeiro-Sargento QSS SAD;Edivaldo Alexandrino de Mattos;202/SC;38035
